iter	Passed	Remaining
1667	33439	16679
1668	33456	16658
1669	33475	16637
1670	33494	16616
1671	33517	16598
1672	33533	16576
1673	33551	16555
1674	33570	16534
1675	33591	16515
1676	33609	16493
1677	33631	16475
1678	33651	16455
1679	33672	16435
1680	33688	16413
1681	33706	16392
1682	33726	16372
1683	33746	16352
1684	33767	16332
1685	33784	16311
1686	33806	16291
1687	33825	16271
1688	33842	16249
1689	33859	16228
1690	33876	16207
1691	33894	16186
1692	33907	16162
1693	33929	16143
1694	33946	16122
1695	33964	16101
1696	33986	16081
1697	34007	16062
1698	34027	16042
1699	34043	16020
1700	34066	16001
1701	34084	15981
1702	34103	15960
1703	34119	15938
1704	34134	15915
1705	34158	15897
1706	34179	15878
1707	34198	15858
1708	34214	15836
1709	34236	15816
1710	34258	15797
1711	34290	15783
1712	34327	15771
1713	34345	15749
1714	34364	15729
1715	34381	15708
1716	34401	15687
1717	34424	15669
1718	34444	15649
1719	34465	15629
1720	34484	15609
1721	34503	15588
1722	34527	15570
1723	34544	15549
1724	34561	15527
1725	34580	15506
1726	34600	15487
1727	34616	15465
1728	34634	15444
1729	34652	15423
1730	34669	15402
1731	34688	15381
1732	34708	15361
1733	34727	15341
1734	34749	15321
1735	34769	15301
1736	34787	15280
1737	34805	15259
1738	34824	15239
1739	34845	15220
1740	34863	15198
1741	34880	15177
1742	34898	15156
1743	34915	15135
1744	34937	15116
1745	34956	15095
1746	34974	15074
1747	34991	15053
1748	35006	15031
1749	35029	15012
1750	35047	14991
1751	35072	14974
1752	35089	14952
1753	35105	14930
1754	35120	14908
1755	35135	14886
1756	35156	14866
1757	35176	14846
1758	35193	14825
1759	35213	14805
1760	35231	14784
1761	35250	14764
1762	35273	14745
1763	35293	14725
1764	35315	14706
1765	35333	14685
1766	35353	14665
1767	35376	14646
1768	35395	14626
1769	35415	14606
1770	35437	14587
1771	35456	14566
1772	35475	14546
1773	35495	14526
1774	35516	14506
1775	35536	14486
1776	35550	14464
1777	35569	14443
1778	35586	14422
1779	35607	14403
1780	35627	14383
1781	35647	14363
1782	35660	14340
1783	35679	14319
1784	35692	14297
1785	35712	14277
1786	35732	14257
1787	35751	14236
1788	35771	14216
1789	35789	14195
1790	35804	14174
1791	35825	14154
1792	35845	14134
1793	35864	14113
1794	35884	14094
1795	35901	14072
1796	35915	14050
1797	35933	14029
1798	35954	14009
1799	35972	13989
1800	35997	13971
1801	36018	13951
1802	36037	13931
1803	36063	13913
1804	36076	13891
1805	36097	13871
1806	36121	13852
1807	36139	13832
1808	36158	13811
1809	36182	13793
1810	36204	13774
1811	36231	13756
1812	36270	13743
1813	36294	13725
1814	36312	13704
1815	36330	13683
1816	36356	13666
1817	36375	13645
1818	36393	13624
1819	36409	13603
1820	36433	13584
1821	36453	13564
1822	36468	13543
1823	36484	13521
1824	36504	13501
1825	36523	13481
1826	36537	13459
1827	36555	13438
1828	36576	13418
1829	36590	13396
1830	36614	13378
1831	36629	13356
1832	36647	13335
1833	36667	13315
1834	36691	13297
1835	36710	13276
1836	36727	13255
1837	36742	13233
1838	36760	13213
1839	36778	13192
1840	36794	13170
1841	36814	13150
1842	36826	13128
1843	36840	13105
1844	36859	13085
1845	36882	13066
1846	36902	13046
1847	36919	13025
1848	36935	13004
1849	36952	12983
1850	36977	12965
1851	36999	12945
1852	37020	12926
1853	37038	12905
1854	37056	12884
1855	37078	12865
1856	37095	12844
1857	37111	12823
1858	37131	12803
1859	37156	12785
1860	37177	12765
1861	37193	12743
1862	37212	12723
1863	37231	12703
1864	37248	12682
1865	37265	12661
1866	37281	12640
1867	37296	12618
1868	37308	12595
1869	37328	12576
1870	37342	12553
1871	37363	12534
1872	37378	12512
1873	37400	12493
1874	37419	12473
1875	37437	12452
1876	37453	12431
1877	37476	12412
1878	37495	12392
1879	37515	12372
1880	37537	12352
1881	37556	12332
1882	37570	12310
1883	37590	12290
1884	37606	12269
1885	37625	12249
1886	37647	12229
1887	37667	12209
1888	37679	12187
1889	37697	12166
1890	37721	12148
1891	37737	12127
1892	37750	12104
1893	37767	12084
1894	37786	12063
1895	37804	12043
1896	37824	12023
1897	37839	12001
1898	37857	11981
1899	37878	11961
1900	37898	11941
1901	37919	11922
1902	37935	11901
1903	37954	11880
1904	37972	11860
1905	37989	11839
1906	38005	11818
1907	38020	11796
1908	38037	11775
1909	38056	11755
1910	38073	11734
1911	38093	11714
1912	38119	11696
1913	38147	11679
1914	38182	11664
1915	38202	11644
1916	38218	11623
1917	38237	11602
1918	38256	11582
1919	38274	11561
1920	38291	11541
1921	38308	11520
1922	38327	11500
1923	38346	11480
1924	38366	11460
1925	38382	11438
1926	38396	11417
1927	38412	11396
1928	38429	11375
1929	38446	11354
1930	38462	11333
1931	38478	11312
1932	38497	11292
1933	38515	11271
1934	38536	11252
1935	38553	11231
1936	38569	11210
1937	38587	11190
1938	38604	11169
1939	38622	11148
1940	38642	11128
1941	38658	11107
1942	38677	11087
1943	38696	11067
1944	38721	11049
1945	38738	11028
1946	38753	11007
1947	38772	10986
1948	38789	10966
1949	38809	10946
1950	38826	10925
1951	38840	10903
1952	38860	10884
1953	38875	10862
1954	38894	10842
1955	38914	10822
1956	38934	10803
1957	38950	10782
1958	38971	10762
1959	38987	10741
1960	39010	10722
1961	39024	10700
1962	39040	10680
1963	39061	10660
1964	39083	10641
1965	39101	10620
1966	39118	10600
1967	39137	10579
1968	39151	10558
1969	39170	10538
1970	39190	10518
1971	39205	10497
1972	39219	10475
1973	39240	10456
1974	39264	10437
1975	39279	10416
1976	39298	10396
1977	39311	10374
1978	39330	10354
1979	39347	10333
1980	39366	10313
1981	39381	10292
1982	39404	10273
1983	39421	10252
1984	39442	10233
1985	39461	10213
1986	39479	10192
1987	39495	10171
1988	39513	10151
1989	39532	10131
1990	39549	10110
1991	39569	10091
1992	39590	10071
1993	39604	10049
1994	39625	10030
1995	39640	10009
1996	39657	9988
1997	39671	9967
1998	39690	9947
1999	39706	9926
2000	39724	9906
2001	39739	9885
2002	39760	9865
2003	39787	9847
2004	39806	9827
2005	39823	9806
2006	39838	9785
2007	39854	9765
2008	39876	9745
2009	39897	9726
2010	39917	9706
2011	39937	9686
2012	39952	9665
2013	39967	9644
2014	39982	9623
2015	40000	9603
2016	40013	9581
2017	40031	9561
2018	40052	9542
2019	40073	9522
2020	40094	9502
2021	40121	9484
2022	40143	9465
2023	40167	9446
2024	40185	9426
2025	40204	9406
2026	40225	9386
2027	40243	9366
2028	40261	9346
2029	40281	9326
2030	40298	9305
2031	40321	9286
2032	40342	9267
2033	40363	9247
2034	40386	9228
2035	40404	9208
2036	40422	9187
2037	40449	9169
2038	40465	9148
2039	40485	9129
2040	40511	9110
2041	40533	9091
2042	40554	9071
2043	40567	9050
2044	40586	9030
2045	40605	9010
2046	40624	8990
2047	40647	8971
2048	40668	8951
2049	40693	8932
2050	40717	8913
2051	40745	8895
2052	40760	8874
2053	40782	8855
2054	40804	8836
2055	40825	8816
2056	40850	8797
2057	40873	8778
2058	40894	8758
2059	40915	8739
2060	40934	8719
2061	40953	8699
2062	40971	8678
2063	40991	8659
2064	41010	8639
2065	41029	8619
2066	41050	8599
2067	41073	8580
2068	41088	8559
2069	41115	8540
2070	41146	8523
2071	41169	8504
2072	41193	8485
2073	41217	8466
2074	41241	8447
2075	41261	8427
2076	41285	8408
2077	41306	8388
2078	41324	8368
2079	41337	8346
2080	41353	8326
2081	41371	8306
2082	41390	8285
2083	41401	8264
2084	41418	8243
2085	41433	8223
2086	41452	8203
2087	41472	8183
2088	41488	8162
2089	41508	8142
2090	41531	8123
2091	41552	8103
2092	41569	8083
2093	41585	8062
2094	41601	8042
2095	41625	8023
2096	41649	8004
2097	41672	7984
2098	41694	7965
2099	41714	7945
2100	41734	7925
2101	41751	7905
2102	41769	7885
2103	41793	7866
2104	41813	7846
2105	41829	7825
2106	41848	7805
2107	41871	7786
2108	41890	7766
2109	41910	7746
2110	41922	7725
2111	41935	7704
2112	41946	7682
2113	41965	7662
2114	41982	7642
2115	41996	7621
2116	42025	7603
2117	42057	7585
2118	42082	7566
2119	42095	7545
2120	42116	7525
2121	42130	7504
2122	42153	7485
2123	42176	7466
2124	42196	7446
2125	42213	7426
2126	42228	7405
2127	42249	7385
2128	42269	7365
2129	42290	7346
2130	42305	7325
2131	42326	7305
2132	42346	7286
2133	42370	7266
2134	42394	7247
2135	42420	7228
2136	42441	7209
2137	42468	7190
2138	42486	7170
2139	42507	7150
2140	42533	7131
2141	42557	7112
2142	42577	7092
2143	42596	7072
2144	42615	7052
2145	42636	7033
2146	42655	7013
2147	42675	6993
2148	42696	6973
2149	42717	6953
2150	42742	6934
2151	42760	6914
2152	42780	6894
2153	42805	6875
2154	42834	6857
2155	42854	6837
2156	42872	6817
2157	42888	6796
2158	42913	6777
2159	42931	6757
2160	42955	6738
2161	42971	6717
2162	42985	6697
2163	43007	6677
2164	43031	6658
2165	43051	6638
2166	43075	6619
2167	43095	6599
2168	43114	6579
2169	43137	6560
2170	43156	6540
2171	43170	6519
2172	43190	6499
2173	43205	6478
2174	43226	6459
2175	43248	6439
2176	43274	6420
2177	43290	6400
2178	43312	6380
2179	43331	6360
2180	43353	6340
2181	43368	6320
2182	43390	6300
2183	43405	6280
2184	43425	6260
2185	43446	6240
2186	43468	6221
2187	43492	6201
2188	43510	6181
2189	43530	6161
2190	43550	6142
2191	43565	6121
2192	43587	6101
2193	43601	6081
2194	43618	6060
2195	43640	6041
2196	43658	6021
2197	43676	6001
2198	43699	5981
2199	43720	5961
2200	43737	5941
2201	43753	5921
2202	43772	5901
2203	43790	5881
2204	43808	5861
2205	43828	5841
2206	43847	5821
2207	43870	5801
2208	43891	5781
2209	43908	5761
2210	43934	5742
2211	43967	5724
2212	43997	5705
2213	44029	5687
2214	44050	5667
2215	44070	5648
2216	44090	5628
2217	44113	5608
2218	44133	5588
2219	44151	5568
2220	44166	5548
2221	44184	5528
2222	44198	5507
2223	44216	5487
2224	44237	5467
2225	44257	5447
2226	44281	5428
2227	44302	5408
2228	44320	5388
2229	44337	5368
2230	44358	5348
2231	44375	5328
2232	44392	5308
2233	44406	5287
2234	44422	5267
2235	44442	5247
2236	44464	5227
2237	44475	5206
2238	44494	5186
2239	44510	5166
2240	44530	5146
2241	44547	5126
2242	44569	5106
2243	44588	5086
2244	44605	5066
2245	44630	5047
2246	44651	5027
2247	44674	5008
2248	44692	4987
2249	44708	4967
2250	44726	4947
2251	44751	4928
2252	44770	4908
2253	44791	4888
2254	44813	4868
2255	44831	4848
2256	44847	4828
2257	44862	4808
2258	44882	4788
2259	44899	4768
2260	44924	4748
2261	44939	4728
2262	44959	4708
2263	44980	4688
2264	45002	4669
2265	45023	4649
2266	45044	4629
2267	45061	4609
2268	45077	4589
2269	45094	4569
2270	45107	4548
2271	45122	4528
2272	45143	4508
2273	45163	4488
2274	45184	4468
2275	45198	4448
2276	45219	4428
2277	45233	4408
2278	45248	4387
2279	45269	4368
2280	45288	4348
2281	45308	4328
2282	45328	4308
2283	45347	4288
2284	45360	4268
2285	45378	4248
2286	45392	4227
2287	45405	4207
2288	45423	4187
2289	45444	4167
2290	45460	4147
2291	45482	4127
2292	45500	4107
2293	45518	4087
2294	45532	4067
2295	45553	4047
2296	45576	4027
2297	45598	4008
2298	45620	3988
2299	45644	3969
2300	45665	3949
2301	45681	3929
2302	45702	3909
2303	45717	3889
2304	45741	3869
2305	45761	3849
2306	45777	3829
2307	45797	3809
2308	45814	3789
2309	45829	3769
2310	45841	3749
2311	45859	3729
2312	45882	3709
2313	45909	3690
2314	45954	3672
2315	45974	3652
2316	45988	3632
2317	46008	3612
2318	46030	3592
2319	46050	3572
2320	46064	3552
2321	46085	3532
2322	46112	3513
2323	46136	3494
2324	46177	3475
2325	46201	3456
2326	46223	3436
2327	46242	3416
2328	46275	3397
2329	46318	3379
2330	46344	3360
2331	46364	3340
2332	46381	3320
2333	46403	3300
2334	46418	3280
2335	46436	3260
2336	46462	3240
2337	46481	3220
2338	46504	3201
2339	46527	3181
2340	46545	3161
2341	46561	3141
2342	46575	3120
2343	46591	3100
2344	46615	3081
2345	46635	3061
2346	46654	3041
2347	46682	3022
2348	46710	3002
2349	46731	2982
2350	46748	2962
2351	46770	2943
2352	46792	2923
2353	46817	2903
2354	46837	2883
2355	46858	2864
2356	46880	2844
2357	46899	2824
2358	46911	2803
2359	46931	2784
2360	46955	2764
2361	46973	2744
2362	46991	2724
2363	47004	2704
2364	47022	2684
2365	47042	2664
2366	47057	2644
2367	47074	2624
2368	47093	2604
2369	47116	2584
2370	47133	2564
2371	47150	2544
2372	47172	2524
2373	47189	2504
2374	47210	2484
2375	47228	2464
2376	47247	2444
2377	47263	2424
2378	47275	2404
2379	47290	2384
2380	47310	2364
2381	47329	2344
2382	47347	2324
2383	47368	2304
2384	47389	2285
2385	47406	2265
2386	47427	2245
2387	47447	2225
2388	47468	2205
2389	47486	2185
2390	47503	2165
2391	47524	2145
2392	47544	2125
2393	47568	2106
2394	47587	2086
2395	47608	2066
2396	47633	2046
2397	47653	2026
2398	47669	2006
2399	47693	1987
2400	47718	1967
2401	47742	1947
2402	47760	1927
2403	47777	1907
2404	47791	1887
2405	47815	1868
2406	47840	1848
2407	47864	1828
2408	47879	1808
2409	47891	1788
2410	47908	1768
2411	47927	1748
2412	47943	1728
2413	47967	1708
2414	47984	1688
2415	48001	1668
2416	48027	1649
2417	48050	1629
2418	48070	1609
2419	48095	1589
2420	48126	1570
2421	48155	1550
2422	48179	1531
2423	48197	1511
2424	48218	1491
2425	48234	1471
2426	48250	1451
2427	48273	1431
2428	48287	1411
2429	48303	1391
2430	48317	1371
2431	48332	1351
2432	48346	1331
2433	48367	1311
2434	48387	1291
2435	48407	1271
2436	48427	1251
2437	48447	1232
2438	48465	1212
2439	48487	1192
2440	48502	1172
2441	48521	1152
2442	48540	1132
2443	48565	1112
2444	48586	1092
2445	48606	1073
2446	48626	1053
2447	48644	1033
2448	48666	1013
2449	48687	993
2450	48706	973
2451	48732	953
2452	48750	934
2453	48770	914
2454	48786	894
2455	48809	874
2456	48826	854
2457	48845	834
2458	48868	814
2459	48888	794
2460	48903	774
2461	48920	755
2462	48935	735
2463	48959	715
2464	48976	695
2465	48999	675
2466	49021	655
2467	49042	635
2468	49064	616
2469	49084	596
2470	49105	576
2471	49127	556
2472	49146	536
2473	49164	516
2474	49180	496
2475	49196	476
2476	49212	456
2477	49234	437
2478	49252	417
2479	49269	397
2480	49288	377
2481	49308	357
2482	49328	337
2483	49345	317
2484	49366	297
2485	49387	278
2486	49406	258
2487	49424	238
2488	49444	218
2489	49459	198
2490	49480	178
2491	49499	158
2492	49517	139
2493	49538	119
2494	49558	99
2495	49579	79
2496	49600	59
2497	49620	39
2498	49645	19
2499	49669	0
