iter	RMSE
455	0.03815242713
456	0.03814137614
457	0.03813898045
458	0.0381256638
459	0.03811376417
460	0.03810649007
461	0.03809924975
462	0.03809768601
463	0.03808935092
464	0.03807717945
465	0.03807705053
466	0.03806650778
467	0.03805148815
468	0.03804840002
469	0.03804169693
470	0.03803138205
471	0.03801092538
472	0.03799525376
473	0.0379834799
474	0.03797255654
475	0.03796702119
476	0.03795600206
477	0.03795587853
478	0.03794952573
479	0.03793865839
480	0.03792051717
481	0.03792039961
482	0.03790148158
483	0.03789743483
484	0.03788493323
485	0.03788431155
486	0.0378730793
487	0.03787164053
488	0.03785863084
489	0.03784968736
490	0.03784530885
491	0.03782602525
492	0.03782540544
493	0.03781803829
494	0.03779946429
495	0.0377920608
496	0.03778458015
497	0.03777865178
498	0.03776822133
499	0.03776162661
500	0.03775562693
501	0.03772967919
502	0.03771088011
503	0.03769921369
504	0.03769032009
505	0.03768477736
506	0.03768376531
507	0.03767560673
508	0.03766807452
509	0.03766797158
510	0.03765375083
511	0.03764057653
512	0.03762993403
513	0.03762200402
514	0.03762072795
515	0.03760663051
516	0.03759724965
517	0.03759601948
518	0.03758052593
519	0.03757505326
520	0.03755789581
521	0.03754732038
522	0.03753376801
523	0.03751894633
524	0.03750797284
525	0.0374936497
526	0.03747552078
527	0.03746305995
528	0.03745354195
529	0.03744560074
530	0.0374416697
531	0.03743255644
532	0.03742237068
533	0.03740069487
534	0.03739010255
535	0.03738211128
536	0.03737050549
537	0.03735890569
538	0.03735009426
539	0.03733914307
540	0.03733014767
541	0.03731933887
542	0.0373028404
543	0.03729400589
544	0.03729245208
545	0.03728162241
546	0.03727162342
547	0.03726433532
548	0.03725929109
549	0.03725214861
550	0.03724055499
551	0.03723548913
552	0.03722114326
553	0.03721106141
554	0.03720034701
555	0.03719207056
556	0.03718206936
557	0.03716402981
558	0.03716390015
559	0.03715766094
560	0.03715728748
561	0.03714299525
562	0.0371424426
563	0.03713012354
564	0.03712607613
565	0.03711506672
566	0.03710667806
567	0.03708763235
568	0.03706808458
569	0.03706272502
570	0.03706264254
571	0.03705744019
572	0.03704959487
573	0.0370342437
574	0.03702019209
575	0.03701037688
576	0.03699601609
577	0.03698944089
578	0.03698544976
579	0.03697595734
580	0.03697167968
581	0.03696241739
582	0.03696161498
583	0.03695227154
584	0.03694802095
585	0.03693281097
586	0.03692394512
587	0.03690735399
588	0.03689323449
589	0.03689315826
590	0.03688181676
591	0.03687300084
592	0.03685721694
593	0.03685689625
594	0.03684728126
595	0.0368367877
596	0.03682262879
597	0.03680371915
598	0.03679419067
599	0.03678861057
600	0.03678023509
601	0.03678016393
602	0.03676512526
603	0.03675949606
604	0.0367472237
605	0.03673427502
606	0.03673409314
607	0.03672530002
608	0.03671763223
609	0.03671409758
610	0.03670402593
611	0.03670011419
612	0.03669516343
613	0.03668624865
614	0.03667547467
615	0.03665976577
616	0.03665716103
617	0.03665695581
618	0.03665214191
619	0.03664645963
620	0.03663809339
621	0.03663245494
622	0.03662915971
623	0.03662913197
624	0.03662291126
625	0.03660921155
626	0.03659075252
627	0.03658639692
628	0.03657726006
629	0.03656524902
630	0.03655745042
631	0.03654278058
632	0.03652758915
633	0.03651742453
634	0.03651214356
635	0.03649949887
636	0.03649509909
637	0.03649093961
638	0.03647946059
639	0.03647249637
640	0.03646574248
641	0.0364592026
642	0.0364492352
643	0.03643923488
644	0.03643516748
645	0.03642468595
646	0.03642080744
647	0.03641634526
648	0.03641297556
649	0.03640592491
650	0.03639945785
651	0.03639513185
652	0.03638364382
653	0.03637914517
654	0.03637908018
655	0.03637305788
656	0.03636736333
657	0.03636035367
658	0.03634350237
659	0.03633987117
660	0.03633123248
661	0.03633117302
662	0.03631973534
663	0.03630977933
664	0.03630192552
665	0.03629534056
666	0.0362862653
667	0.03628394385
668	0.03628349653
669	0.03628340779
670	0.03628335221
671	0.03628328854
672	0.03627498241
673	0.03627126228
674	0.03627119354
675	0.03626273161
676	0.0362537232
677	0.03624446975
678	0.0362377182
679	0.03622498643
680	0.03621870174
681	0.03621267172
682	0.03620462521
683	0.03619743319
684	0.03619015081
685	0.03617791437
686	0.03617786519
687	0.03616559812
688	0.0361597595
689	0.03615220043
690	0.03614053691
691	0.03613111732
692	0.03612519011
693	0.03611900516
694	0.03611357132
695	0.03610894288
696	0.03609597182
697	0.03609021386
698	0.03608783185
699	0.03608010791
700	0.03608005881
701	0.03606952478
702	0.03606893051
703	0.03606097985
704	0.03605011185
705	0.03604331868
706	0.03603581886
707	0.03603465879
708	0.03602544106
709	0.03601765713
710	0.03601495923
711	0.03601386541
712	0.03601361365
713	0.03601358068
714	0.03599212049
715	0.03598335773
716	0.0359778865
717	0.0359729751
718	0.03596734699
719	0.03596654054
720	0.03596331389
721	0.03595935785
722	0.03594513734
723	0.03592640307
724	0.03592630841
725	0.03591325246
726	0.035903972
727	0.03590158038
728	0.03588614902
729	0.03587746741
730	0.0358767377
731	0.03586961119
732	0.03586940056
733	0.03586539096
734	0.03586008571
735	0.03585914817
736	0.0358569047
737	0.03585541225
738	0.03585163684
739	0.03584520203
740	0.03584059309
741	0.03583460215
742	0.03582564855
743	0.03582540823
744	0.03581761807
745	0.03580721737
746	0.0358021327
747	0.03579589556
748	0.03578979365
749	0.03578969345
750	0.0357894437
751	0.03578489528
752	0.0357843854
753	0.03577074721
754	0.03576094454
755	0.03576043881
756	0.035745544
757	0.03573855507
758	0.03573072247
759	0.03572652938
760	0.03571926271
761	0.03570818983
762	0.03569862822
763	0.03567953192
764	0.03567082593
765	0.03565948807
766	0.03565485095
767	0.03564910224
768	0.03562485616
769	0.03561331105
770	0.03560704679
771	0.03559956791
772	0.03559247876
773	0.03558967154
774	0.03558403486
775	0.03557569939
776	0.03556890575
777	0.03555937703
778	0.03555178826
779	0.03554258421
780	0.03552879612
781	0.03552575543
782	0.03552195783
783	0.03551661752
784	0.03551049485
785	0.03550739068
786	0.03550296366
787	0.03549771171
788	0.03548766696
789	0.03547901811
790	0.03547568712
791	0.03545422971
792	0.03544779439
793	0.03544732827
794	0.03543876122
795	0.0354386714
796	0.03542242687
797	0.0354159022
798	0.03541171292
799	0.03541150005
800	0.03540645609
801	0.03540070249
802	0.0353948613
803	0.03538618907
804	0.03538612017
805	0.03538487918
806	0.03537929633
807	0.03537527421
808	0.0353691995
809	0.03535862195
810	0.03535077363
811	0.03534417316
812	0.03533852595
813	0.03532801263
814	0.03531904665
815	0.03531383376
816	0.03531054756
817	0.03530773075
818	0.03530513957
819	0.0353007946
820	0.03528113349
821	0.03527730682
822	0.03527344246
823	0.03526528572
824	0.0352645329
825	0.03526351319
826	0.03525636948
827	0.03525201678
828	0.03525108186
829	0.03524764814
830	0.03524271551
831	0.0352381646
832	0.03523160858
833	0.03521329648
834	0.03520952902
835	0.03520210496
836	0.03520166935
837	0.03519356321
838	0.03518811264
839	0.03518488966
840	0.0351796727
841	0.03515679088
842	0.03515226799
843	0.03514974947
844	0.03514466125
845	0.03513946282
846	0.03513417042
847	0.03512589476
848	0.0351199118
849	0.03511325526
850	0.03510585853
851	0.03510118501
852	0.03509818795
853	0.03509476251
854	0.03509374051
855	0.03509333282
856	0.03508720363
857	0.03508180008
858	0.03507805935
859	0.03507371181
860	0.03506761645
861	0.03506371299
862	0.03505867962
863	0.0350533322
864	0.03505002569
865	0.03504631083
866	0.03502881827
867	0.0350223471
868	0.035014186
869	0.03501100971
870	0.03500832912
871	0.03500275112
872	0.03499780826
873	0.03498850152
874	0.03498487479
875	0.0349793058
876	0.03497453091
877	0.03497159334
878	0.03496707039
879	0.03496410486
880	0.03496250363
881	0.03496101512
882	0.0349403036
883	0.03493612257
884	0.03493330872
885	0.03493027891
886	0.0349257233
887	0.03492055312
888	0.03491532896
889	0.03491273843
890	0.03490848641
891	0.03490488961
892	0.03489777696
893	0.03489185245
894	0.03489161017
895	0.03486670407
896	0.0348620854
897	0.03485366378
898	0.03484727394
899	0.0348408917
900	0.0348283249
901	0.03481259254
902	0.03481121416
903	0.03480237362
904	0.03479615169
905	0.03479265034
906	0.03479033414
907	0.03478366583
908	0.03478310316
909	0.03478008466
910	0.03476547072
911	0.03476254161
912	0.03476073213
913	0.03475835169
914	0.0347555932
915	0.03475187264
916	0.03475160421
917	0.03474691922
918	0.0347425435
919	0.03473700738
920	0.03473421384
921	0.03472427194
922	0.03472286177
923	0.03471007055
924	0.03470747753
925	0.03470376961
926	0.03469726967
927	0.0346944695
928	0.03469120879
929	0.0346830824
930	0.03468058617
931	0.03467951965
932	0.03467425697
933	0.03466978755
934	0.03466490068
935	0.03465922417
936	0.03465174031
937	0.03463410551
938	0.0346338242
939	0.03462976223
940	0.03462695337
941	0.0346177776
942	0.03461329403
943	0.03460637906
944	0.03460260007
945	0.0345983994
946	0.03459439337
947	0.03459385455
948	0.03458705595
949	0.03458385225
950	0.03458069515
951	0.03457805112
952	0.03456604526
953	0.03456329179
954	0.03456140404
955	0.0345574903
956	0.03455400285
957	0.03455348397
958	0.03455093419
959	0.03454279948
960	0.03453645055
961	0.03452269544
962	0.03452075754
963	0.03451828153
964	0.03451017111
965	0.03450635792
966	0.03450470993
967	0.03450075259
968	0.0344984293
969	0.03449630761
970	0.03448933728
971	0.03448659936
972	0.03448420255
973	0.03446849941
974	0.03446515585
975	0.03446139905
976	0.03445950078
977	0.03445787014
978	0.03445446312
979	0.03445335369
980	0.03445135467
981	0.03444819055
982	0.03444098573
983	0.0344333669
984	0.03442847099
985	0.03442654996
986	0.03440495113
987	0.03439608939
988	0.03439274212
989	0.03438867509
990	0.03437030012
991	0.0343689303
992	0.03436765739
993	0.03436737264
994	0.03435139325
995	0.03434795104
996	0.03434380553
997	0.03434050428
998	0.03433813042
999	0.03433793019
1000	0.03433769672
1001	0.03433526044
1002	0.03432174729
1003	0.03431659303
1004	0.03431091991
1005	0.03430453131
1006	0.03430381199
1007	0.03429894086
1008	0.03427732256
1009	0.03427027917
1010	0.03427008874
1011	0.03426431761
1012	0.03425835053
1013	0.03425490393
1014	0.03425193329
1015	0.03425174936
1016	0.03424902705
1017	0.03424584074
1018	0.03423953163
1019	0.0342276526
1020	0.03422135978
1021	0.03421725874
1022	0.0342148252
1023	0.03420865266
1024	0.03420408897
1025	0.03419837814
1026	0.03419652113
1027	0.03419123136
1028	0.03418372149
1029	0.03417986569
1030	0.03417554253
1031	0.03417404012
1032	0.03416752887
1033	0.03416181758
1034	0.03414763962
1035	0.03413348868
1036	0.03413149495
1037	0.03412888267
1038	0.03412464199
1039	0.03411124087
1040	0.03411025456
1041	0.03410454364
1042	0.03410422229
1043	0.03410085505
1044	0.03409735148
1045	0.03409391983
1046	0.03409207529
1047	0.0340911003
1048	0.03407806124
1049	0.03407270741
1050	0.0340675901
1051	0.03406361406
1052	0.03406086975
1053	0.03405578812
1054	0.0340495829
1055	0.03404704514
1056	0.03404265034
1057	0.03404046201
1058	0.03403504308
1059	0.03403061988
1060	0.03402814656
1061	0.03402327638
1062	0.03401951039
1063	0.03401783983
1064	0.03401762134
1065	0.03401710414
1066	0.03401232399
1067	0.03401215079
1068	0.03401166
1069	0.03400598784
1070	0.03400540687
1071	0.03400264455
1072	0.03399972289
1073	0.03399316607
1074	0.0339793375
1075	0.03396874695
1076	0.03395997773
1077	0.03394807907
1078	0.03394354671
1079	0.03394064352
1080	0.03393822683
1081	0.03393297354
1082	0.03392672696
1083	0.03392034735
1084	0.03391534859
1085	0.03390922799
1086	0.03389676024
1087	0.03389434925
1088	0.03389127066
1089	0.03388978878
1090	0.03388713407
1091	0.03388245038
1092	0.03387771482
1093	0.0338769808
1094	0.03387041449
1095	0.03386442759
1096	0.03386354896
1097	0.0338585657
1098	0.03385777636
1099	0.03385217265
1100	0.03384089958
1101	0.03383651906
1102	0.03382522555
1103	0.03381879663
1104	0.03381444709
1105	0.03381428286
1106	0.03381184471
1107	0.03380590238
1108	0.03379717437
1109	0.0337949852
1110	0.03378936537
1111	0.03378715406
1112	0.0337833546
1113	0.03378181955
1114	0.03377855734
1115	0.0337724279
1116	0.03377020941
1117	0.03376532372
1118	0.03376040082
1119	0.03375784987
1120	0.03374651393
1121	0.03374518874
1122	0.03373467486
1123	0.03372994994
1124	0.03371973399
1125	0.03371780469
1126	0.03371651835
1127	0.03371410037
1128	0.03370773884
1129	0.03369464295
1130	0.03369379045
1131	0.0336911188
1132	0.0336713395
1133	0.03365460169
1134	0.03365100109
1135	0.03364031511
1136	0.03363798492
1137	0.03363035473
1138	0.03362149691
1139	0.03361630882
1140	0.03360651889
1141	0.03360596976
1142	0.03360024382
1143	0.03359826046
1144	0.03359604586
1145	0.03359275688
1146	0.03358496965
1147	0.03356813105
1148	0.03356702896
1149	0.03356475842
1150	0.03356217408
1151	0.03356155924
1152	0.03355562195
1153	0.0335545353
1154	0.03354696725
1155	0.03354435732
1156	0.03354416671
1157	0.03354168667
1158	0.03353920613
1159	0.03353436613
1160	0.03353261999
1161	0.03352559963
1162	0.03352408084
1163	0.03352117888
1164	0.03351748102
1165	0.03351035271
1166	0.03350800704
1167	0.03350406411
1168	0.0334969628
1169	0.03349366797
1170	0.03348918954
1171	0.03348656184
1172	0.03348630112
1173	0.03348615308
1174	0.03348566933
1175	0.03348479745
1176	0.03348044956
1177	0.03347677845
1178	0.03347365987
1179	0.03347117208
1180	0.03346953901
1181	0.03346919454
1182	0.03346343128
1183	0.03346278536
1184	0.03346041341
1185	0.03345131424
1186	0.03344830786
1187	0.03344643378
1188	0.03344342147
1189	0.03343962124
1190	0.03343918142
1191	0.03343667014
1192	0.03343245046
1193	0.03342717003
1194	0.03342571091
1195	0.03341363189
1196	0.03341173371
1197	0.03340954638
1198	0.0334054903
1199	0.03339607839
1200	0.03339200651
1201	0.03337693938
1202	0.03337439231
1203	0.03337029657
1204	0.03336831771
1205	0.03336575158
1206	0.03336323599
1207	0.03336310631
1208	0.03336171258
1209	0.03335930758
1210	0.03335666544
1211	0.03335453477
1212	0.03335177529
1213	0.03335047452
1214	0.03334950024
1215	0.03334320032
1216	0.03333849815
1217	0.0333348899
1218	0.03333151919
1219	0.03333016197
1220	0.03332889121
1221	0.03332661262
1222	0.03332200726
1223	0.03332156736
1224	0.0333159634
1225	0.03331493178
1226	0.03331200027
1227	0.03330982555
1228	0.03330242849
1229	0.0333002115
1230	0.03329814168
1231	0.03329771715
1232	0.03329575279
1233	0.03328592844
1234	0.0332787796
1235	0.03327719546
1236	0.03327180685
1237	0.03326912988
1238	0.03326348667
1239	0.03326030277
1240	0.03325692744
1241	0.03325490198
1242	0.03325382758
1243	0.03325118782
1244	0.03324865277
1245	0.03324575865
1246	0.03324303318
1247	0.03323860922
1248	0.03323664191
1249	0.03323619198
1250	0.03323332616
1251	0.0332309413
1252	0.03322981775
1253	0.03321593312
1254	0.03321381468
1255	0.03321121273
1256	0.03320878104
1257	0.03320346347
1258	0.03320076663
1259	0.03319933306
1260	0.03319657824
1261	0.03319620644
1262	0.03318985624
1263	0.03318754459
1264	0.03317914374
1265	0.03317662839
1266	0.03317530236
1267	0.03317256275
1268	0.03316709874
1269	0.03315576053
1270	0.03315434386
1271	0.03315193011
1272	0.03314884115
1273	0.03314613799
1274	0.0331405889
1275	0.03313361114
1276	0.03312685459
1277	0.03312515757
1278	0.03312030417
1279	0.0331186519
1280	0.03311217362
1281	0.03311116822
1282	0.03310530035
1283	0.03310045425
1284	0.03309475699
1285	0.03309183055
1286	0.03307852318
1287	0.03307519148
1288	0.03307250617
1289	0.03306996902
1290	0.03306582032
1291	0.03306159596
1292	0.03305948381
1293	0.03305721164
1294	0.0330488971
1295	0.0330471586
1296	0.03304461664
1297	0.03303834647
1298	0.03303780771
1299	0.03303630266
1300	0.03303204906
1301	0.03302917374
1302	0.0330276623
1303	0.0330244898
1304	0.03302002569
1305	0.03301068644
1306	0.03300709439
1307	0.03300611214
1308	0.03300368637
1309	0.03300084043
1310	0.03299604102
1311	0.03299331982
1312	0.03298086745
1313	0.03296894115
1314	0.03296424199
1315	0.03296285011
1316	0.03295934906
1317	0.03295669969
1318	0.03295448008
1319	0.03295066768
1320	0.03294746069
1321	0.03294355586
1322	0.03294067016
1323	0.03293870154
1324	0.03293559957
1325	0.03293407533
1326	0.03293220849
1327	0.03292654954
1328	0.03292152201
1329	0.03291982125
1330	0.03291421612
1331	0.03291031835
1332	0.03290863471
1333	0.03290698598
1334	0.03290386869
1335	0.03290386386
1336	0.03289562227
1337	0.03289229832
1338	0.03288801834
1339	0.0328838068
1340	0.03287230208
1341	0.03287219743
1342	0.03286721855
1343	0.03285610566
1344	0.0328560051
1345	0.03284631184
1346	0.03284231191
1347	0.03283993551
1348	0.03283694939
1349	0.03283179424
1350	0.0328244195
1351	0.03281996328
1352	0.03281571059
1353	0.03281211728
1354	0.03280689321
1355	0.03280528345
1356	0.03280256515
1357	0.03280140626
1358	0.03280034442
1359	0.03279680805
1360	0.03279628808
1361	0.03278899385
1362	0.0327867637
1363	0.03278080712
1364	0.03277933554
1365	0.03277446096
1366	0.03277181937
1367	0.032761173
1368	0.03276021292
1369	0.03275844731
1370	0.03275745596
1371	0.03275511091
1372	0.03275453308
1373	0.03275347881
1374	0.03275102281
1375	0.03274269433
1376	0.0327402889
1377	0.03273815694
1378	0.03273512495
1379	0.03273413393
1380	0.03272814974
1381	0.03272398972
1382	0.03272209495
1383	0.03271875014
1384	0.03271651117
1385	0.03271164146
1386	0.03270894413
1387	0.03270561661
1388	0.03270238753
1389	0.03269614158
1390	0.03269284578
1391	0.03269034119
1392	0.03268940002
1393	0.03268715172
1394	0.03268592639
1395	0.03267893131
1396	0.03267692888
1397	0.03267354599
1398	0.03266331696
1399	0.03266126701
1400	0.03265830058
1401	0.03265439895
1402	0.032646814
1403	0.03264487347
1404	0.03264415078
1405	0.03264284133
1406	0.03264192153
1407	0.03263784888
1408	0.03263544333
1409	0.03263138707
1410	0.03263133028
1411	0.03262708062
1412	0.03262509084
1413	0.03262300949
1414	0.03262000862
1415	0.03261633088
1416	0.03261506841
1417	0.03261272926
1418	0.03260927976
1419	0.03260567684
1420	0.03260390518
1421	0.03260238755
1422	0.03260218609
1423	0.03259882198
1424	0.032597251
1425	0.03259303096
1426	0.03258929888
1427	0.03258246584
1428	0.03257679883
1429	0.03257281661
1430	0.03256864597
1431	0.0325644977
1432	0.03256416156
1433	0.03256198673
1434	0.03256040537
1435	0.03255820242
1436	0.03255612323
1437	0.03255342119
1438	0.03254925924
1439	0.03254764192
1440	0.03254742805
1441	0.03254300598
1442	0.03254038441
1443	0.03253768214
1444	0.03253571858
1445	0.03253227476
1446	0.03252448893
1447	0.03252294347
1448	0.0325213835
1449	0.03252105147
1450	0.03251836642
1451	0.03251803498
1452	0.03251557003
1453	0.0325140609
1454	0.03251081978
1455	0.03250942693
1456	0.03250543307
1457	0.03250312281
1458	0.03250003606
1459	0.03249837651
1460	0.03249345893
1461	0.03249194551
1462	0.03248838791
1463	0.03248778949
1464	0.03248015864
1465	0.03247852119
1466	0.03247789851
1467	0.03247589766
1468	0.03247509454
1469	0.03247331758
1470	0.03247177147
1471	0.03246799936
1472	0.03246232853
1473	0.03246047408
1474	0.0324573288
1475	0.03245294683
1476	0.03244771247
1477	0.03244390812
1478	0.03244300135
1479	0.03243551492
1480	0.0324332245
1481	0.03243227734
1482	0.03243066345
1483	0.03242710142
1484	0.03242609717
1485	0.03242186635
1486	0.03241609587
1487	0.0324156547
1488	0.03241326164
1489	0.032407409
1490	0.03240388222
1491	0.03240166764
1492	0.03239512009
1493	0.03239156811
1494	0.03239044042
1495	0.03238903665
1496	0.03238726979
1497	0.03238532375
1498	0.03238357737
